anio,peaje,lat,lon,dia,ene,feb,mar,abr,may,jun,jul,ago,sep,oct,nov,dic
2019,trinidad,-27.138621086907026,-55.74042679584086,1,5899,6820,6579,5168,2947,4256,5125,4999,3777,4714,6627,3199
2019,trinidad,-27.138621086907026,-55.74042679584086,2,6088,6508,6205,5236,4801,3289,5213,5604,4722,4559,4489,5277
2019,trinidad,-27.138621086907026,-55.74042679584086,3,6275,5240,4792,410,6032,4757,5332,4751,4718,4703,2956,5484
2019,trinidad,-27.138621086907026,-55.74042679584086,4,6851,5517,4315,5736,5162,4783,5746,4067,4861,5546,3837,5375
2019,trinidad,-27.138621086907026,-55.74042679584086,5,5825,5631,5537,6372,3542,4877,6202,4866,5143,3972,3665,5739
2019,trinidad,-27.138621086907026,-55.74042679584086,6,5071,5956,4983,5401,4716,4922,5159,4996,5444,3687,4855,6334
2019,trinidad,-27.138621086907026,-55.74042679584086,7,5323,5840,4510,4488,4905,6146,4274,4851,4660,4538,5030,5317
2019,trinidad,-27.138621086907026,-55.74042679584086,8,5403,6898,5439,5101,4977,4933,5518,5255,3831,4724,5707,3941
2019,trinidad,-27.138621086907026,-55.74042679584086,9,5588,6411,4849,4628,4566,3512,5967,5803,4560,4897,3596,4950
2019,trinidad,-27.138621086907026,-55.74042679584086,10,5574,5227,4062,4904,4507,4866,5283,4450,4737,5112,3768,6346
2019,trinidad,-27.138621086907026,-55.74042679584086,11,6604,5591,5379,5863,3861,4843,5328,3918,4665,5478,5129,5848
2019,trinidad,-27.138621086907026,-55.74042679584086,12,5196,5688,4636,6134,2792,4724,6383,4660,5004,4939,4717,5457
2019,trinidad,-27.138621086907026,-55.74042679584086,13,4809,6026,5113,5504,5237,5170,5359,4804,5385,4076,5034,5897
2019,trinidad,-27.138621086907026,-55.74042679584086,14,6182,5840,5304,3604,4455,6357,3903,5343,4565,4618,6339,5077
2019,trinidad,-27.138621086907026,-55.74042679584086,15,6118,6620,5746,5277,4833,5965,5074,3646,3785,4794,6709,3588
2019,trinidad,-27.138621086907026,-55.74042679584086,16,6062,5753,4342,5913,5169,4470,5152,5733,4298,4823,4311,4993
2019,trinidad,-27.138621086907026,-55.74042679584086,17,6162,4805,3406,6754,5567,4673,5039,4612,4776,4915,3296,5491
2019,trinidad,-27.138621086907026,-55.74042679584086,18,6234,5146,4850,5072,4757,5401,5266,3852,4793,5308,5244,5885
2019,trinidad,-27.138621086907026,-55.74042679584086,19,5435,5392,4626,5611,3519,5381,5763,4844,4894,4271,6351,6243
2019,trinidad,-27.138621086907026,-55.74042679584086,20,5272,5772,5056,4428,4856,5553,5238,5121,5436,3403,6286,6581
2019,trinidad,-27.138621086907026,-55.74042679584086,21,5707,5261,5038,4798,4594,5950,4121,4872,4390,4298,4724,6099
2019,trinidad,-27.138621086907026,-55.74042679584086,22,5516,6427,5903,5047,4942,5110,4643,4926,3585,4534,5195,4551
2019,trinidad,-27.138621086907026,-55.74042679584086,23,5455,5541,5452,5050,4854,3894,4180,5501,4577,4598,3638,6662
2019,trinidad,-27.138621086907026,-55.74042679584086,24,5601,4703,4614,5083,5762,5304,4850,4985,4894,4881,3434,4924
2019,trinidad,-27.138621086907026,-55.74042679584086,25,6549,5022,5136,4588,4910,5168,4686,3641,4713,5309,4665,4498
2019,trinidad,-27.138621086907026,-55.74042679584086,26,5639,5441,5514,5461,3601,5181,5483,4481,4830,4321,3445,5434
2019,trinidad,-27.138621086907026,-55.74042679584086,27,5091,5588,5545,4222,5127,5129,4619,4516,5850,3703,3778,6075
2019,trinidad,-27.138621086907026,-55.74042679584086,28,5660,5698,5542,3241,4519,5868,3795,4841,5144,4484,5450,5590
2019,trinidad,-27.138621086907026,-55.74042679584086,29,5305,0,6319,4899,5142,5149,4799,4859,4356,4485,5535,4351
2019,trinidad,-27.138621086907026,-55.74042679584086,30,5501,0,5698,5294,5380,3914,4849,5674,4554,4312,3526,6266
2019,trinidad,-27.138621086907026,-55.74042679584086,31,6371,0,3852,0,5251,0,4970,4234,0,4337,0,5451
2020,trinidad,-27.138621086907026,-55.74042679584086,1,5621,7037,4029,1654,889,3878,3916,3522,4372,4380,3421,4333
2020,trinidad,-27.138621086907026,-55.74042679584086,2,6805,5251,5341,1539,1121,3872,3961,2396,4617,4918,4740,4267
2020,trinidad,-27.138621086907026,-55.74042679584086,3,6418,6032,5187,245,808,3788,4576,4342,4418,3973,4473,4390
2020,trinidad,-27.138621086907026,-55.74042679584086,4,5891,6397,5704,875,2631,3820,3313,4287,5038,2760,4518,4971
2020,trinidad,-27.138621086907026,-55.74042679584086,5,5567,5835,5303,231,2700,3307,1892,4328,3815,4528,5021,4477
2020,trinidad,-27.138621086907026,-55.74042679584086,6,6131,5831,6006,941,2616,2788,3840,4948,2105,4636,5064,3152
2020,trinidad,-27.138621086907026,-55.74042679584086,7,5534,6001,5524,991,2627,1710,3073,4745,4147,4523,4389,4961
2020,trinidad,-27.138621086907026,-55.74042679584086,8,6014,5569,4027,711,3019,4101,3766,3689,4299,4517,3191,2638
2020,trinidad,-27.138621086907026,-55.74042679584086,9,6007,4363,5038,201,1884,3830,4227,2533,4503,4821,4035,4927
2020,trinidad,-27.138621086907026,-55.74042679584086,10,6418,5752,5193,142,1033,4007,4615,4363,4348,3816,4093,5066
2020,trinidad,-27.138621086907026,-55.74042679584086,11,5754,5609,4915,442,2784,4293,3192,4248,4809,2905,4426,5277
2020,trinidad,-27.138621086907026,-55.74042679584086,12,5207,5489,4789,280,2901,2993,1952,3634,3515,4430,4461,4110
2020,trinidad,-27.138621086907026,-55.74042679584086,13,6037,5688,5005,1431,3456,2887,3906,3761,2414,4261,5033,2820
2020,trinidad,-27.138621086907026,-55.74042679584086,14,6544,5940,3570,1702,2001,1803,3994,4255,3989,4591,4110,4666
2020,trinidad,-27.138621086907026,-55.74042679584086,15,6190,5157,2277,1556,948,4176,4170,2494,4268,4484,2876,4847
2020,trinidad,-27.138621086907026,-55.74042679584086,16,5395,3586,3639,1542,1666,4127,4202,1638,4300,5036,4195,4959
2020,trinidad,-27.138621086907026,-55.74042679584086,17,6246,5160,3362,1696,1350,4029,4602,4673,4278,3832,4184,5017
2020,trinidad,-27.138621086907026,-55.74042679584086,18,5353,4828,3119,861,3317,4168,3487,4054,4955,3106,4393,5865
2020,trinidad,-27.138621086907026,-55.74042679584086,19,4705,4942,3196,552,3392,4585,2409,4091,3668,4233,4968,4874
2020,trinidad,-27.138621086907026,-55.74042679584086,20,5989,5215,3520,1796,3420,3580,4221,4196,2456,4377,5298,2676
2020,trinidad,-27.138621086907026,-55.74042679584086,21,5702,6157,1237,1759,3466,1690,4077,4320,4502,4458,4336,5438
2020,trinidad,-27.138621086907026,-55.74042679584086,22,5611,5834,484,1897,3337,4135,4198,3390,4365,4643,3030,5506
2020,trinidad,-27.138621086907026,-55.74042679584086,23,5882,4071,1540,1952,2062,4162,4403,1686,4432,5146,4338,6207
2020,trinidad,-27.138621086907026,-55.74042679584086,24,6618,5226,1447,1990,1259,4182,4845,4254,4577,3857,4239,4396
2020,trinidad,-27.138621086907026,-55.74042679584086,25,5332,5461,1121,1152,3522,3931,3450,4455,5046,2862,3950,2439
2020,trinidad,-27.138621086907026,-55.74042679584086,26,4811,5283,1201,709,3686,4303,2317,4311,3852,3945,4053,3577
2020,trinidad,-27.138621086907026,-55.74042679584086,27,5621,5442,1312,2161,3717,3225,4110,4428,2363,4474,5448,3507
2020,trinidad,-27.138621086907026,-55.74042679584086,28,5758,5788,1062,2198,3638,1997,3944,5043,4663,4794,4353,4748
2020,trinidad,-27.138621086907026,-55.74042679584086,29,5707,4993,598,3233,4121,3816,4447,3631,3381,4601,2751,5097
2020,trinidad,-27.138621086907026,-55.74042679584086,30,5987,0,2108,2570,3105,3485,4141,1895,4676,5242,4247,5343
2020,trinidad,-27.138621086907026,-55.74042679584086,31,7175,0,2284,0,1692,0,4579,4427,0,4232,0,4178
2021,trinidad,-27.138621086907026,-55.74042679584086,1,2964,4276,4306,954,2250,3634,4436,2733,4648,5264,4358,4823
2021,trinidad,-27.138621086907026,-55.74042679584086,2,4219,3866,5012,507,2310,3762,5050,3634,4687,3887,4701,4795
2021,trinidad,-27.138621086907026,-55.74042679584086,3,4187,4114,5260,145,4340,3892,4156,3655,5186,2320,4576,5562
2021,trinidad,-27.138621086907026,-55.74042679584086,4,4821,4333,5473,1079,4304,4564,3192,3876,4211,4319,4727,5017
2021,trinidad,-27.138621086907026,-55.74042679584086,5,4592,5201,6251,4875,4100,3880,4275,3997,2973,4387,5339,3748
2021,trinidad,-27.138621086907026,-55.74042679584086,6,4759,4690,4921,4216,4158,1916,4385,4816,4486,4589,4287,4814
2021,trinidad,-27.138621086907026,-55.74042679584086,7,4519,3608,3275,4125,4639,4206,4423,4332,4645,4750,3099,5702
2021,trinidad,-27.138621086907026,-55.74042679584086,8,5112,4682,5046,4476,3508,3938,4309,3061,5037,5111,4425,2869
2021,trinidad,-27.138621086907026,-55.74042679584086,9,4261,4794,4967,4835,1723,4226,4784,3886,5331,3716,4243,5072
2021,trinidad,-27.138621086907026,-55.74042679584086,10,3428,4611,5262,3808,4407,4092,3859,3497,6023,3110,4480,5546
2021,trinidad,-27.138621086907026,-55.74042679584086,11,4283,4601,5261,2000,4386,4801,2727,4023,5143,4341,4399,4465
2021,trinidad,-27.138621086907026,-55.74042679584086,12,4189,4945,5718,3992,4846,3299,4241,4017,3999,4558,5329,2681
2021,trinidad,-27.138621086907026,-55.74042679584086,13,4441,3741,4361,4224,5209,2147,4158,4832,5015,4412,4602,4754
2021,trinidad,-27.138621086907026,-55.74042679584086,14,3191,3147,3054,4092,4439,3886,4979,3901,4434,4407,2937,5264
2021,trinidad,-27.138621086907026,-55.74042679584086,15,5144,4432,4576,4112,2819,4123,4529,3080,5318,4778,4354,5979
2021,trinidad,-27.138621086907026,-55.74042679584086,16,3920,4437,4543,4777,2880,5425,5042,3897,4287,4096,3968,5618
2021,trinidad,-27.138621086907026,-55.74042679584086,17,2480,4795,4769,3645,4481,3715,4001,4315,5024,3096,3979,6301
2021,trinidad,-27.138621086907026,-55.74042679584086,18,4590,4849,4614,2174,4346,4275,2730,4042,4301,4608,4383,5574
2021,trinidad,-27.138621086907026,-55.74042679584086,19,4366,5485,5129,4137,4368,3336,4225,4589,3019,4411,5308,3872
2021,trinidad,-27.138621086907026,-55.74042679584086,20,4362,4457,3834,4045,4434,2727,4251,4990,4593,4591,4472,5539
2021,trinidad,-27.138621086907026,-55.74042679584086,21,4354,3542,1736,4413,4587,3801,4461,4065,4110,4834,2957,5853
2021,trinidad,-27.138621086907026,-55.74042679584086,22,4410,4426,4235,4313,3355,3744,4864,2882,4869,5565,4226,6536
2021,trinidad,-27.138621086907026,-55.74042679584086,23,3583,4811,4626,4901,1855,4073,5424,4410,4673,3233,4439,6455
2021,trinidad,-27.138621086907026,-55.74042679584086,24,2437,4800,4630,3400,3810,3727,4257,4606,5488,2919,4587,4772
2021,trinidad,-27.138621086907026,-55.74042679584086,25,4269,5075,4642,1823,4193,4922,3322,4375,4654,4583,4670,3021
2021,trinidad,-27.138621086907026,-55.74042679584086,26,4111,5986,4570,3996,4595,3361,4264,4764,3476,4611,5748,4315
2021,trinidad,-27.138621086907026,-55.74042679584086,27,3729,5271,2009,4128,4750,1701,4332,5476,3933,4746,5019,4828
2021,trinidad,-27.138621086907026,-55.74042679584086,28,4218,3803,673,4187,4369,4098,4390,4213,4263,4952,2704,5221
2021,trinidad,-27.138621086907026,-55.74042679584086,29,4637,0,3059,4504,3336,4139,4028,3079,4563,5418,4679,5546
2021,trinidad,-27.138621086907026,-55.74042679584086,30,4155,0,3693,5085,2033,4351,4602,4537,5058,4282,4698,5845
2021,trinidad,-27.138621086907026,-55.74042679584086,31,2629,0,2794,0,3728,0,3290,4697,0,3439,0,5262
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,1,7812,5842,4965,7199,3957,4664,3815,4785,4708,4620,4226,5346
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,2,7692,7465,5897,6145,4962,4424,4310,4849,3160,4086,5755,4553
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,3,7299,8004,5302,4975,653,3439,4295,5645,4329,4070,4723,5031
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,4,7361,8074,4374,5155,5612,4329,4439,0,4581,4717,4286,4916
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,5,8241,6452,4886,5363,4680,4370,4775,4100,4803,5675,4743,4937
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,6,7521,5702,4745,5870,3408,4558,5459,4666,4831,5180,4236,5141
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,7,7264,5781,4794,5377,4694,4763,5267,4737,5671,4216,4406,6252
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,8,6610,5959,5009,4248,4610,5492,4203,4559,5221,4489,4857,5256
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,9,6151,8293,5663,5029,4686,5297,581,4646,4748,4228,5354,5728
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,10,6196,8275,5054,4988,4776,3906,4800,5464,4909,4314,5008,5344
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,11,6352,7806,4440,4943,5481,4383,4803,5054,4507,4762,4330,5256
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,12,7469,6330,4781,5050,6139,4224,4763,4399,4712,5304,4560,4964
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,13,6509,5716,4742,5656,4496,4404,6027,4933,4625,4562,4103,4976
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,14,5836,5637,4727,4941,4661,4514,5806,4725,5139,3958,4251,5996
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,15,5872,5785,4389,4133,5008,5142,4905,3709,5238,4856,4916,5429
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,16,5682,6863,5769,4814,4841,4820,5620,4717,4031,4656,5371,4758
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,17,5589,6466,5146,4977,4757,4018,5412,5480,4438,4447,4704,5429
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,18,5692,5990,5082,5045,4838,4719,5603,5141,4636,4248,3378,5537
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,19,6977,5072,4940,4930,4930,4433,5778,4010,4680,5404,4632,5612
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,20,6670,4890,4534,5684,3199,4480,5976,4517,4624,4499,4522,6162
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,21,5634,5041,4799,4992,4621,4516,5171,4047,5641,3999,4612,6929
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,22,4891,5113,5073,4081,4473,5417,4785,4113,5108,4287,4616,7897
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,23,5133,6176,5627,4735,4516,4738,4975,4841,4557,3726,4990,7326
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,24,4963,6713,5273,4670,4579,3408,4974,5056,4479,4058,4739,5268
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,25,5402,5713,3972,4940,5481,4139,4878,4487,3903,4116,4439,6388
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,26,7218,6054,5248,4802,4666,4191,5019,3971,4048,4781,4878,6779
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,27,6840,4871,6155,5684,4009,4282,5681,4601,4639,4572,4419,6910
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,28,6233,4924,7652,5741,4494,4461,5384,4677,6113,4345,4535,7540
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,29,5984,0,7374,4790,4418,5105,4111,4662,5344,4793,4720,8767
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,30,5510,0,7248,5603,4557,4452,4749,4868,4376,4086,5608,7822
2018,cnel_bogado,-27.143517285470097,-56.21243821220252,31,5640,0,6592,0,4429,0,4651,5411,0,3723,0,5825
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,1,8671,7481,6364,4810,3143,4513,4463,4790,3676,4413,6011,3544
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,2,8114,7470,7373,4566,4666,3800,4375,5366,4257,4143,5772,5048
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,3,7583,7502,6129,4791,5348,4448,4520,5179,4157,4305,3595,5031
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,4,7683,6357,6857,4806,4962,4457,4942,4301,4173,4785,3745,4775
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,5,7298,5984,5175,5721,3168,4433,5405,4744,4456,4104,3764,4960
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,6,6427,5585,4401,4769,4361,4732,4849,4449,5112,3863,4536,5980
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,7,5854,5994,4269,4358,4377,5486,3844,4597,5156,4220,4996,5916
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,8,5547,7584,4757,4840,4318,4857,4833,4636,4251,4424,5513,4929
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,9,5964,7842,4428,4727,4078,3681,5165,5401,4340,4476,3835,5771
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,10,6164,7595,3565,5014,4147,4523,5021,4562,4200,4758,3609,5157
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,11,7250,5841,4428,5050,4210,4431,5042,4094,3943,5268,4505,4337
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,12,6915,4915,4406,5756,3355,4435,5760,4563,4259,4674,5087,5440
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,13,6832,5175,4497,5360,5151,4683,5171,4472,5468,3906,3849,5964
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,14,6255,5430,4983,4032,4599,5687,4352,4866,5334,4184,4547,5387
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,15,6044,6629,5725,5362,4825,5666,4663,4119,4226,4355,6035,3788
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,16,6211,6683,4843,5981,4927,4124,4594,5183,4662,4318,4570,5097
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,17,6314,6316,3669,7827,5271,4779,4654,4866,4469,4422,3411,5482
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,18,6672,5700,4513,7361,4870,4559,4779,4536,4499,4675,5036,5748
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,19,6338,5285,4923,7865,3598,4420,5414,4500,4686,3983,4752,6085
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,20,6927,5444,4813,6588,4663,4456,5475,4185,5044,3499,4698,7082
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,21,6648,5301,4831,6676,3996,4854,4509,4117,4935,4042,5204,7049
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,22,5995,6583,5681,5466,4131,4562,4684,4180,4042,4261,5889,5282
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,23,5966,6544,5177,4990,4237,3590,3780,5043,4259,5645,4515,6864
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,24,6030,5969,4645,4756,4784,4424,4336,4833,4120,3960,3570,5075
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,25,7476,4667,4901,4361,4468,4186,4446,3638,4260,5317,4818,4813
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,26,7350,4563,4734,5138,3620,4238,5243,3867,4471,4686,3789,5760
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,27,7743,4943,4801,4164,4230,4474,4842,4306,5537,4098,3969,6995
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,28,6364,5027,4905,2966,4220,5464,4188,4278,5478,4540,5384,6967
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,29,5884,0,5851,4797,4333,4888,4711,4735,4596,4530,5495,6175
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,30,5973,0,5269,5460,4399,3723,4469,5769,4635,4454,3908,7382
2019,cnel_bogado,-27.143517285470097,-56.21243821220252,31,6114,0,4275,0,5255,0,4870,4215,0,4367,0,5387
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,1,7160,7023,4645,1584,857,3239,3208,3640,3715,4084,4564,4190
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,2,7593,7944,5135,1471,1078,3240,3492,2659,3629,4781,4633,3761
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,3,7956,7064,4321,476,735,3206,4064,3852,3644,3983,4351,3958
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,4,8034,6821,4607,793,2554,3062,2945,3712,4321,3415,4340,5202
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,5,7890,6789,5155,342,2397,2776,1776,4007,3326,4133,4385,4466
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,6,6377,6735,6256,782,2307,2295,3291,4082,2148,3869,5076,3801
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,7,6279,8196,5749,751,2626,1549,2613,4597,3570,3897,4379,4406
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,8,6326,7108,5088,569,2677,2981,2764,3615,3475,4103,3506,2808
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,9,7286,6742,5203,226,1696,3334,3469,2769,3740,4682,3912,4262
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,10,7166,6943,5209,155,1063,3506,4020,3869,3808,4078,3792,4437
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,11,7076,7101,5123,456,2621,3876,2842,3693,4364,3435,3892,4779
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,12,6632,6714,5084,308,2661,3003,1951,3130,3136,4056,3912,3968
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,13,6336,5921,5436,1521,3167,2398,3317,3581,2468,3973,4591,3002
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,14,6325,7974,4360,1679,1843,1961,3445,3735,3251,4221,3836,4098
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,15,6343,5821,3203,1341,898,3550,3518,2659,3310,3810,2981,4209
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,16,6464,4453,3910,1390,1440,3547,3456,1889,3372,4934,3921,3941
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,17,7128,6353,3586,1268,1121,3593,3937,4035,3671,3861,3946,4612
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,18,7707,4757,3120,841,2902,3566,3405,3942,4366,3639,3845,5719
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,19,7682,3824,3080,377,3030,4184,2444,3885,3563,3880,4145,4643
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,20,7309,7046,3602,1503,2998,3108,3499,3647,2511,3899,4798,3198
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,21,6164,7712,1742,1984,3014,1913,3833,3852,3689,3724,4179,5104
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,22,4887,7152,691,1806,2905,3786,3907,2702,3694,4141,3507,5427
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,23,6159,5955,1720,1827,1880,3615,4069,1744,3646,4703,4016,6077
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,24,7677,6753,1667,1829,1260,3431,4210,3641,3948,4202,3950,4299
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,25,7358,5708,1572,1201,2970,3199,3030,3596,4690,3763,3774,2711
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,26,7547,6586,1408,575,3246,4072,2389,3539,3654,3422,3655,3595
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,27,6378,6866,1463,1780,3276,3099,3587,3798,2644,4116,5073,4277
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,28,6505,6917,1005,1953,3254,1688,3235,4806,3779,4263,4281,4651
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,29,5707,6471,726,1998,3740,3131,3955,3481,3423,4608,3129,4817
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,30,4883,0,2121,2197,2825,2790,4305,2257,4140,5487,3979,5449
2020,cnel_bogado,-27.143517285470097,-56.21243821220252,31,7967,0,2157,0,1810,0,4376,3648,0,4760,0,4948
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,1,4309,4496,6156,1048,2577,2987,3626,2862,3953,4690,4138,4002
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,2,5593,3701,4776,738,2681,3364,4479,3390,4106,3560,4389,4246
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,3,7007,3470,4399,156,3844,3414,3925,3307,4933,2685,4188,5381
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,4,5321,4399,4235,1800,3833,4091,3547,3581,4555,3907,4205,5546
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,5,4677,5865,4813,4060,3343,3466,3723,3530,4107,4087,5237,5331
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,6,4512,5322,3985,3411,3361,2480,3772,4084,5008,3845,4232,4639
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,7,4448,5329,3467,3499,4114,3568,3649,3716,4801,4355,3644,4993
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,8,5500,5149,4390,3857,3239,3211,3839,3232,4493,5101,4246,3203
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,9,4747,4794,4212,4334,2266,3351,4384,3424,4982,3937,3993,4362
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,10,4727,4815,4194,3519,4198,3552,3639,2927,5924,3143,4018,5327
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,11,4928,4628,4363,2278,3742,3972,3001,3044,5284,4275,4146,4410
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,12,3627,5687,4989,3749,3939,2924,3404,3257,4595,4312,4999,3380
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,13,4519,5491,3754,3613,4823,2407,3560,4147,5005,3968,4314,4455
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,14,4975,5236,2784,3846,4291,3289,3803,3549,4553,4132,3234,4781
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,15,5956,5008,3763,4021,2651,3331,3484,3191,4906,4484,3925,4929
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,16,2977,4375,4011,4437,3279,3431,4256,3656,5105,3719,3297,5086
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,17,3986,4426,3432,3284,3905,3551,3587,3365,5576,3325,3278,6334
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,18,4904,4658,3579,2394,3413,4227,3044,3501,5127,3835,3461,6266
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,19,4793,5368,4481,3624,3568,3305,3554,3924,4593,3911,4787,5324
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,20,4771,4976,3441,3402,3636,2522,3676,4373,4872,4264,4229,5507
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,21,4658,4527,2005,3651,3898,3350,3604,3621,3415,4244,3670,5775
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,22,5563,4612,3436,3735,3038,3128,4046,3154,3846,5205,4087,6474
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,23,4573,4006,3844,4214,2177,3558,4418,3729,3747,3417,3804,7155
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,24,4377,4755,3854,2897,3253,3035,3683,3579,5253,3369,4155,4687
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,25,4416,4786,3999,2098,3436,3838,3410,3366,5022,4250,4149,4650
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,26,4070,6043,5405,3711,3592,2867,3450,3426,3954,4192,5269,5911
2021,cnel_bogado,-27.143517285470097,-56.21243821220252,27,3792,6327,1692,3517,3788,1846,3435,4803,4806,4341,4487,5445
